elementcd,enddate,ordinal,storedunitcd,element_name,dataprecision,stationtriplet,begindate,duration,originalunitcd,datasource,flag,value,date,snowyeardate,snowyear,nthdayofyear
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-05,2009-12-06,2009,339
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-06,2009-12-07,2009,340
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-07,2009-12-08,2009,341
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-08,2009-12-09,2009,342
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-09,2009-12-10,2009,343
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-10,2009-12-11,2009,344
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-11,2009-12-12,2009,345
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-12,2009-12-13,2009,346
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-09-13,2009-12-14,2009,347
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-14,2009-12-15,2009,348
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-15,2009-12-16,2009,349
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-16,2009-12-17,2009,350
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-09-17,2009-12-18,2009,351
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-18,2009-12-19,2009,352
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-09-19,2009-12-20,2009,353
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-20,2009-12-21,2009,354
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-21,2009-12-22,2009,355
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-22,2009-12-23,2009,356
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-23,2009-12-24,2009,357
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-24,2009-12-25,2009,358
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-25,2009-12-26,2009,359
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-09-26,2009-12-27,2009,360
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-27,2009-12-28,2009,361
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-28,2009-12-29,2009,362
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-29,2009-12-30,2009,363
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-09-30,2009-12-31,2009,364
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-10-01,2010-01-01,2010,365
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-02,2010-01-02,2010,1
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-03,2010-01-03,2010,2
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-04,2010-01-04,2010,3
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-05,2010-01-05,2010,4
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-06,2010-01-06,2010,5
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-07,2010-01-07,2010,6
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-08,2010-01-08,2010,7
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-09,2010-01-09,2010,8
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-10,2010-01-10,2010,9
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-11,2010-01-11,2010,10
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-12,2010-01-12,2010,11
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-13,2010-01-13,2010,12
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-14,2010-01-14,2010,13
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-15,2010-01-15,2010,14
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-16,2010-01-16,2010,15
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-17,2010-01-17,2010,16
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-18,2010-01-18,2010,17
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-19,2010-01-19,2010,18
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-20,2010-01-20,2010,19
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-21,2010-01-21,2010,20
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-22,2010-01-22,2010,21
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,0.0,2010-10-23,2010-01-23,2010,22
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-10-24,2010-01-24,2010,23
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,1.0,2010-10-25,2010-01-25,2010,24
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,2.0,2010-10-26,2010-01-26,2010,25
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-10-27,2010-01-27,2010,26
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-10-28,2010-01-28,2010,27
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,5.0,2010-10-29,2010-01-29,2010,28
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,5.0,2010-10-30,2010-01-30,2010,29
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-10-31,2010-01-31,2010,30
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,4.0,2010-11-01,2010-02-01,2010,31
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-11-02,2010-02-02,2010,32
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-11-03,2010-02-03,2010,33
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,2.0,2010-11-04,2010-02-04,2010,34
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,1.0,2010-11-05,2010-02-05,2010,35
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-11-06,2010-02-06,2010,36
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,0.0,2010-11-07,2010-02-07,2010,37
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,5.0,2010-11-08,2010-02-08,2010,38
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,5.0,2010-11-09,2010-02-09,2010,39
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,8.0,2010-11-10,2010-02-10,2010,40
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,8.0,2010-11-11,2010-02-11,2010,41
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,7.0,2010-11-12,2010-02-12,2010,42
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,7.0,2010-11-13,2010-02-13,2010,43
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,6.0,2010-11-14,2010-02-14,2010,44
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,3.0,2010-11-15,2010-02-15,2010,45
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,1.0,2010-11-16,2010-02-16,2010,46
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,1.0,2010-11-17,2010-02-17,2010,47
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,1.0,2010-11-18,2010-02-18,2010,48
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,5.0,2010-11-19,2010-02-19,2010,49
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,5.0,2010-11-20,2010-02-20,2010,50
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,7.0,2010-11-21,2010-02-21,2010,51
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,11.0,2010-11-22,2010-02-22,2010,52
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,17.0,2010-11-23,2010-02-23,2010,53
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,16.0,2010-11-24,2010-02-24,2010,54
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,14.0,2010-11-25,2010-02-25,2010,55
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,13.0,2010-11-26,2010-02-26,2010,56
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,15.0,2010-11-27,2010-02-27,2010,57
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,20.0,2010-11-28,2010-02-28,2010,58
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,17.0,2010-11-29,2010-03-01,2010,59
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,18.0,2010-11-30,2010-03-02,2010,60
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,18.0,2010-12-01,2010-03-03,2010,61
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,18.0,2010-12-02,2010-03-04,2010,62
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,28.0,2010-12-03,2010-03-05,2010,63
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,27.0,2010-12-04,2010-03-06,2010,64
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,26.0,2010-12-05,2010-03-07,2010,65
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,27.0,2010-12-06,2010-03-08,2010,66
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,27.0,2010-12-07,2010-03-09,2010,67
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,26.0,2010-12-08,2010-03-10,2010,68
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,27.0,2010-12-09,2010-03-11,2010,69
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,27.0,2010-12-10,2010-03-12,2010,70
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,26.0,2010-12-11,2010-03-13,2010,71
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,25.0,2010-12-12,2010-03-14,2010,72
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,24.0,2010-12-13,2010-03-15,2010,73
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,23.0,2010-12-14,2010-03-16,2010,74
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,26.0,2010-12-15,2010-03-17,2010,75
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,25.0,2010-12-16,2010-03-18,2010,76
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,25.0,2010-12-17,2010-03-19,2010,77
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,28.0,2010-12-18,2010-03-20,2010,78
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,30.0,2010-12-19,2010-03-21,2010,79
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2010-12-20,2010-03-22,2010,80
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,38.0,2010-12-21,2010-03-23,2010,81
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,36.0,2010-12-22,2010-03-24,2010,82
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,36.0,2010-12-23,2010-03-25,2010,83
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,35.0,2010-12-24,2010-03-26,2010,84
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,34.0,2010-12-25,2010-03-27,2010,85
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,32.0,2010-12-26,2010-03-28,2010,86
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,37.0,2010-12-27,2010-03-29,2010,87
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,36.0,2010-12-28,2010-03-30,2010,88
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,44.0,2010-12-29,2010-03-31,2010,89
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,44.0,2010-12-30,2010-04-01,2010,90
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,E,44.0,2010-12-31,2010-04-02,2010,91
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,44.0,2011-01-01,2010-04-03,2010,92
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,44.0,2011-01-02,2010-04-04,2010,93
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,42.0,2011-01-03,2010-04-05,2010,94
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,41.0,2011-01-04,2010-04-06,2010,95
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,40.0,2011-01-05,2010-04-07,2010,96
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,40.0,2011-01-06,2010-04-08,2010,97
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,40.0,2011-01-07,2010-04-09,2010,98
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2011-01-08,2010-04-10,2010,99
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2011-01-09,2010-04-11,2010,100
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2011-01-10,2010-04-12,2010,101
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,38.0,2011-01-11,2010-04-13,2010,102
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2011-01-12,2010-04-14,2010,103
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,38.0,2011-01-13,2010-04-15,2010,104
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,41.0,2011-01-14,2010-04-16,2010,105
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,39.0,2011-01-15,2010-04-17,2010,106
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,37.0,2011-01-16,2010-04-18,2010,107
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-17,2010-04-19,2010,108
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-18,2010-04-20,2010,109
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-19,2010-04-21,2010,110
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-20,2010-04-22,2010,111
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-21,2010-04-23,2010,112
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-22,2010-04-24,2010,113
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-23,2010-04-25,2010,114
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-24,2010-04-26,2010,115
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,33.0,2011-01-25,2010-04-27,2010,116
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,800:OR:SNTL,2003-06-23 15:00:00,DAILY,in,OBSERVED,V,32.0,2011-01-26,2010-04-28,2010,117
